time_s,distance_m,body_angle_deg,wheel_angle_deg,head_pitch_target_deg
3.3,1.3166414811194822,297.0,1571.6249999999998,0.0
3.3333333333333335,1.3299408900196792,300.0,1587.5,0.0
3.3666666666666667,1.3432402989198757,303.0,1603.3749999999998,0.0
3.4,1.3565397078200727,306.0,1619.25,0.0
3.433333333333333,1.3698391167202693,308.99999999999994,1635.1249999999998,0.0
3.466666666666667,1.3831385256204665,312.00000000000006,1651.0000000000002,0.0
3.5,1.396437934520663,315.0,1666.875,0.0
3.533333333333333,1.4097373434208598,317.99999999999994,1682.75,0.0
3.566666666666667,1.4230367523210568,321.00000000000006,1698.6250000000002,0.0
3.6,1.4363361612212535,324.0,1714.5000000000002,0.0
3.6333333333333333,1.4496355701214503,327.0,1730.3750000000002,0.0
3.6666666666666665,1.462934979021647,330.0,1746.25,0.0
3.7,1.4762343879218438,333.0,1762.125,0.0
3.7333333333333334,1.4895337968220406,336.0,1778.0,0.0
3.7666666666666666,1.5028332057222373,339.0,1793.875,0.0
3.8,1.516132614622434,342.0,1809.75,0.0
3.8333333333333335,1.529432023522631,345.0,1825.6250000000002,0.0
3.8666666666666667,1.5427314324228276,348.0,1841.4999999999998,0.0
3.9,1.5560308413230246,351.0,1857.3750000000002,0.0
3.933333333333333,1.5693302502232211,353.99999999999994,1873.2499999999998,0.0
3.966666666666667,1.5826296591234184,357.00000000000006,1889.1250000000002,0.0
4.0,1.595929068023615,360.0,1904.9999999999998,0.0
